id,city_id,name,lat,long
8277,914,امین آباد,37.443790285861574,49.80222702026367
8279,914,باغ محله,37.445562042439306,49.76806640625
8286,914,بالامحله,37.379297075079265,49.74592208862305
8284,914,جاده امین آباد,37.41809510103616,49.79536056518555
8288,914,جاده کوچصفهان,37.349554242071264,49.75862503051758
8294,914,جاده لشت نشا,37.36306276970801,49.784889221191406
8281,914,چپرپرد,37.438747364425026,49.71708297729492
8278,914,حاجی بکنده,37.44453988030334,49.78935241699218
8289,914,رودپشت,37.38884502527025,49.805660247802734
8282,914,سرخشکی,37.42538879525665,49.710731506347656
8285,914,سیاه اسطلخ,37.41352765978504,49.746265411376946
8283,914,شهرستان,37.41598184194613,49.813642501831055
8295,914,مرکز شهر,37.3731584651113,49.75639343261719
8293,914,میان محله,37.356649933447606,49.73793983459473
8446,915,تیسیه,37.391300015946754,49.704551696777344
8441,915,چاپارخانه,37.42416186836296,49.645843505859375
8439,915,چوکام,37.378342213193065,49.602928161621094
8440,915,خواچکین,37.37588679823346,49.645328521728516
8444,915,راسته کنار,37.40657370697917,49.62730407714844
8443,915,شیجان,37.425525119225966,49.58267211914062
8447,915,فتاتو,37.41645903469472,49.66996192932129
8442,915,فشتکه,37.43036445932095,49.65991973876953
8448,915,کته سر,37.35801441258583,49.68996047973633
8445,915,مرزدشت,37.387753892497166,49.69202041625976
8449,915,مرکز شهر,37.39143640196038,49.66060638427734
8687,916,اروشکی,36.857098179191205,49.84325408935547
8683,916,پیرکوه,36.82921061605877,50.02315521240234
8682,916,جلیسه,36.76405425489052,50.04220962524414
8688,916,طالشکوه,36.889643695513506,49.84316825866699
8686,916,عین شیخ,36.8037869853087,49.909000396728516
8689,916,کوه پس,36.91009770041088,49.947452545166016
8684,916,گولک,36.883533885962564,49.98822212219238
8690,916,مرکز شهر,36.888202099131206,49.90488052368164
8685,916,میکال,36.86238605236737,49.9511432647705
8643,917,شبخوس سرا,37.00255267215955,50.21781921386718
8642,917,کجید,36.92684119231017,50.120315551757805
8645,917,مرکز شهر,37.050279365940774,50.235886573791504
8641,917,موسی کلایه ,36.8713814633579,50.076026916503906
8644,917,هلوسرا,37.04914907319391,50.256357192993164
8561,918, نیلو,36.9105094697079,50.25189399719238
8570,918,اشکلک,37.03359727641879,50.33901214599609
8559,918,اشکور سفلی,36.8705575003093,50.23052215576172
8558,918,اشکور علیا,36.73503222856711,50.328369140625
8567,918,بازنشین,37.00268976230449,50.31927108764648
8571,918,بالنگاه,37.0134848349499,50.306997299194336
8564,918,بندبن بنکسر,37.00426628120397,50.30373573303223
8562,918,پلام,36.941042829587225,50.267601013183594
8566,918,جاده ترشکوه,37.00783046429079,50.33480644226074
8568,918,خمپته اربو سرا,37.02164009524686,50.35780906677246
8557,918,شوئیل,36.76432929266688,50.19636154174805
8560,918,شوک,36.875775782851,50.16314506530762
8563,918,طول لات,36.97602107777642,50.28948783874512
8565,918,کوشکوه,36.99946807854573,50.35386085510254
8569,918,گلدشت,37.02623132724698,50.34712314605713
8572,918,مرکز شهر,37.028766664795,50.32463550567627
8581,919,اسکلک,37.01153155446278,49.57657814025878
8579,919,بیجار پشته,37.03215840295834,49.56027030944824
8577,919,پشته,36.93603482477674,49.43367004394531
8575,919,جوبن,36.88071909009633,49.46765899658203
8580,919,دیزکوه,37.01763110607599,49.59280014038086
8583,919,رشت رود,36.98294623644415,49.5047378540039
